Match ID,Match Name,Match Date,Series Name,Team1 Name,Team1 Runs Scored,Team1 Wickets Fell,Team2 Name,Team2 Runs Scored,Team2 Wickets Fell,Match Venue (Stadium),Match Venue (City),Match Venue (Country),Toss Winner,Match Winner,Match Result Text,MOM Player
65080,England Vs Pakistan 17Th Match,1983-06-18,Prudential World Cup in England - 1983 (1983),Pakistan,232.0,8.0,England,233.0,3.0,Old Trafford,Manchester,England,Pakistan,England,England won by 7 wickets (with 16 balls remaining),1685.0
65081,New Zealand Vs Sri Lanka 18Th Match,1983-06-18,Prudential World Cup in England - 1983 (1983),New Zealand,181.0,10.0,Sri Lanka,184.0,7.0,County Ground,Derby,England,Sri Lanka,Sri Lanka,Sri Lanka won by 3 wickets (with 43 balls remaining),1658.0
65082,Australia Vs West Indies 19Th Match,1983-06-18,Prudential World Cup in England - 1983 (1983),Australia,273.0,6.0,West Indies,276.0,3.0,Lord's,London,England,Australia,West Indies,West Indies won by 7 wickets (with 13 balls remaining),1435.0
65083,India Vs Zimbabwe 20Th Match,1983-06-18,Prudential World Cup in England - 1983 (1983),India,266.0,8.0,Zimbabwe,235.0,10.0,Nevill Ground,Tunbridge Wells,England,India,India,India won by 31 runs,1568.0
65084,England Vs Sri Lanka 21St Match,1983-06-20,Prudential World Cup in England - 1983 (1983),Sri Lanka,136.0,10.0,England,137.0,1.0,Headingley,Leeds,England,England,England,England won by 9 wickets (with 215 balls remaining),1366.0
65086,Australia Vs India 23Rd Match,1983-06-20,Prudential World Cup in England - 1983 (1983),India,247.0,10.0,Australia,129.0,10.0,County Ground,Chelmsford,England,India,India,India won by 118 runs,1590.0
65087,West Indies Vs Zimbabwe 24Th Match,1983-06-20,Prudential World Cup in England - 1983 (1983),Zimbabwe,171.0,10.0,West Indies,172.0,0.0,Edgbaston,Birmingham,England,Zimbabwe,West Indies,West Indies won by 10 wickets (with 89 balls remaining),1563.0
65088,England Vs India 1St Sf,1983-06-22,Prudential World Cup in England - 1983 (1983),England,213.0,10.0,India,217.0,4.0,Old Trafford,Manchester,England,England,India,India won by 6 wickets (with 32 balls remaining),1353.0
65089,Pakistan Vs West Indies 2Nd Sf,1983-06-22,Prudential World Cup in England - 1983 (1983),Pakistan,184.0,8.0,West Indies,188.0,2.0,Kennington Oval,London,England,West Indies,West Indies,West Indies won by 8 wickets (with 68 balls remaining),1435.0
65090,India Vs West Indies Final,1983-06-25,Prudential World Cup in England - 1983 (1983),India,183.0,10.0,West Indies,140.0,10.0,Lord's,London,England,West Indies,India,India won by 43 runs,1353.0
64215,India Vs Pakistan 1St Odi,1983-09-10,Pakistan tour of India  - 1983 (1983/84),Pakistan,151.0,8.0,India,152.0,6.0,Lal Bahadur Shastri Stadium,Hyderabad,India,India,India,India won by 4 wickets (with 18 balls remaining),1353.0
64216,India Vs Pakistan 2Nd Odi,1983-10-02,Pakistan tour of India  - 1983 (1983/84),Pakistan,166.0,9.0,India,169.0,6.0,Sawai Mansingh Stadium,Jaipur,India,India,India,India won by 4 wickets (with 32 balls remaining),1618.0
64217,India Vs West Indies 1St Odi,1983-10-13,West Indies tour of India  - 1983 (1983/84),India,176.0,10.0,West Indies,108.0,0.0,Sher-i-Kashmir Stadium,Srinagar,India,West Indies,West Indies,West Indies won by 28 runs (revised target),1553.0
64218,India Vs West Indies 2Nd Odi,1983-11-09,West Indies tour of India  - 1983 (1983/84),India,214.0,6.0,West Indies,217.0,6.0,Moti Bagh Stadium,Vadodara,India,India,West Indies,West Indies won by 4 wickets (with 7 balls remaining),1433.0
64219,India Vs West Indies 3Rd Odi,1983-12-01,West Indies tour of India  - 1983 (1983/84),India,240.0,7.0,West Indies,241.0,2.0,Nehru Stadium,Indore,India,India,West Indies,West Indies won by 8 wickets (with 10 balls remaining),1433.0
64220,India Vs West Indies 4Th Odi,1983-12-07,West Indies tour of India  - 1983 (1983/84),West Indies,333.0,8.0,India,229.0,5.0,Keenan Stadium,Jamshedpur,India,India,West Indies,West Indies won by 104 runs,1435.0
64221,India Vs West Indies 5Th Odi,1983-12-17,West Indies tour of India  - 1983 (1983/84),India,178.0,7.0,West Indies,182.0,4.0,Nehru Stadium,Guwahati,India,West Indies,West Indies,West Indies won by 6 wickets (with 14 balls remaining),1680.0
65355,Australia Vs West Indies 1St Match,1984-01-08,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1984 (1983/84)",West Indies,221.0,7.0,Australia,194.0,10.0,Melbourne Cricket Ground,Melbourne,Australia,West Indies,West Indies,West Indies won by 27 runs,1435.0
65356,Australia Vs Pakistan 2Nd Match,1984-01-10,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1984 (1983/84)",Australia,264.0,8.0,Pakistan,230.0,9.0,Sydney Cricket Ground,Sydney,Australia,Pakistan,Australia,Australia won by 34 runs,1693.0
65357,Pakistan Vs West Indies 3Rd Match,1984-01-12,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1984 (1983/84)",Pakistan,208.0,8.0,West Indies,111.0,10.0,Melbourne Cricket Ground,Melbourne,Australia,Pakistan,Pakistan,Pakistan won by 97 runs,1738.0
65358,Pakistan Vs West Indies 4Th Match,1984-01-14,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1984 (1983/84)",Pakistan,174.0,9.0,West Indies,175.0,5.0,Brisbane Cricket Ground,Brisbane,Australia,Pakistan,West Indies,West Indies won by 5 wickets (with 58 balls remaining),1515.0
65359,Australia Vs Pakistan 5Th Match,1984-01-15,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1984 (1983/84)",Pakistan,184.0,6.0,Australia,15.0,0.0,Brisbane Cricket Ground,Brisbane,Australia,Australia,,No result,0.0
65360,Australia Vs West Indies 6Th Match,1984-01-17,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1984 (1983/84)",West Indies,223.0,7.0,Australia,195.0,9.0,Sydney Cricket Ground,Sydney,Australia,West Indies,West Indies,West Indies won by 28 runs,1553.0
65361,Pakistan Vs West Indies 7Th Match,1984-01-19,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1984 (1983/84)",Pakistan,184.0,8.0,West Indies,185.0,5.0,Sydney Cricket Ground,Sydney,Australia,Pakistan,West Indies,West Indies won by 5 wickets (with 9 balls remaining),1744.0
65362,Australia Vs Pakistan 8Th Match,1984-01-21,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1984 (1983/84)",Australia,209.0,8.0,Pakistan,166.0,10.0,Melbourne Cricket Ground,Melbourne,Australia,Australia,Australia,Australia won by 43 runs,1693.0
65363,Australia Vs West Indies 9Th Match,1984-01-22,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1984 (1983/84)",West Indies,252.0,6.0,Australia,226.0,10.0,Melbourne Cricket Ground,Melbourne,Australia,West Indies,West Indies,West Indies won by 26 runs,1435.0
65364,Australia Vs Pakistan 10Th Match,1984-01-25,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1984 (1983/84)",Australia,244.0,8.0,Pakistan,157.0,10.0,Sydney Cricket Ground,Sydney,Australia,Australia,Australia,Australia won by 87 runs,1751.0
65365,Pakistan Vs West Indies 11Th Match,1984-01-28,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1984 (1983/84)",Pakistan,177.0,8.0,West Indies,180.0,9.0,Adelaide Oval,Adelaide,Australia,Pakistan,West Indies,West Indies won by 1 wicket (with 5 balls remaining),1571.0
65366,Australia Vs West Indies 12Th Match,1984-01-29,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1984 (1983/84)",Australia,165.0,7.0,West Indies,169.0,4.0,Adelaide Oval,Adelaide,Australia,Australia,West Indies,West Indies won by 6 wickets (with 29 balls remaining),1697.0
65367,Australia Vs Pakistan 13Th Match,1984-01-30,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1984 (1983/84)",Australia,210.0,8.0,Pakistan,140.0,10.0,Adelaide Oval,Adelaide,Australia,Australia,Australia,Australia won by 70 runs,1693.0
65368,Pakistan Vs West Indies 14Th Match,1984-02-04,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1984 (1983/84)",Pakistan,182.0,7.0,West Indies,183.0,3.0,Western Australia Cricket Association Ground,Perth,Australia,Pakistan,West Indies,West Indies won by 7 wickets (with 30 balls remaining),1435.0
65369,Australia Vs West Indies 15Th Match,1984-02-05,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1984 (1983/84)",Australia,211.0,8.0,West Indies,197.0,10.0,Western Australia Cricket Association Ground,Perth,Australia,Australia,Australia,Australia won by 14 runs,1451.0
65370,Australia Vs West Indies 1St Final,1984-02-08,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1984 (1983/84)",Australia,160.0,10.0,West Indies,161.0,1.0,Sydney Cricket Ground,Sydney,Australia,West Indies,West Indies,West Indies won by 9 wickets (with 17 balls remaining),0.0
65371,Australia Vs West Indies 2Nd Final,1984-02-11,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1984 (1983/84)",West Indies,222.0,5.0,Australia,222.0,9.0,Melbourne Cricket Ground,Melbourne,Australia,West Indies,,Match tied,0.0
65372,Australia Vs West Indies 3Rd Final,1984-02-12,"Benson & Hedges World Series Cup Australia, Pakistan, West Indies in Australia - 1984 (1983/84)",Australia,212.0,8.0,West Indies,213.0,4.0,Melbourne Cricket Ground,Melbourne,Australia,Australia,West Indies,West Indies won by 6 wickets (with 27 balls remaining),1522.0
64222,New Zealand Vs England 1St Odi,1984-02-18,England tour of New Zealand  - 1984 (1983/84),England,188.0,9.0,New Zealand,134.0,10.0,Lancaster Park,Christchurch,New Zealand,New Zealand,England,England won by 54 runs,1516.0
64223,New Zealand Vs England 2Nd Odi,1984-02-22,England tour of New Zealand  - 1984 (1983/84),New Zealand,135.0,10.0,England,139.0,4.0,Basin Reserve,Wellington,New Zealand,New Zealand,England,England won by 6 wickets (with 29 balls remaining),1686.0
64224,New Zealand Vs England 3Rd Odi,1984-02-25,England tour of New Zealand  - 1984 (1983/84),England,209.0,9.0,New Zealand,210.0,3.0,Eden Park,Auckland,New Zealand,England,New Zealand,New Zealand won by 7 wickets (with 27 balls remaining),1669.0
64225,West Indies Vs Australia 1St Odi,1984-02-29,Australia tour of West Indies  - 1984 (1983/84),Australia,231.0,5.0,West Indies,233.0,2.0,Albion Sports Complex,Albion,West Indies,Australia,West Indies,West Indies won by 8 wickets (with 12 balls remaining),1553.0
64226,Sri Lanka Vs New Zealand 1St Odi,1984-03-03,New Zealand tour of Sri Lanka  - 1984 (1983/84),New Zealand,234.0,6.0,Sri Lanka,130.0,10.0,Sinhalese Sports Club Ground,Colombo,Sri Lanka,Sri Lanka,New Zealand,New Zealand won by 104 runs,1580.0
64227,Pakistan Vs England 1St Odi,1984-03-09,England tour of Pakistan  - 1984 (1983/84),England,184.0,8.0,Pakistan,187.0,4.0,Gaddafi Stadium,Lahore,Pakistan,Pakistan,Pakistan,Pakistan won by 6 wickets (with 8 balls remaining),1350.0
64228,West Indies Vs Australia 2Nd Odi,1984-03-14,Australia tour of West Indies  - 1984 (1983/84),West Indies,190.0,6.0,Australia,194.0,6.0,Queen's Park Oval,Port of Spain,West Indies,Australia,Australia,Australia won by 4 wickets (with 2 balls remaining),1693.0
64229,Pakistan Vs England 2Nd Odi,1984-03-26,England tour of Pakistan  - 1984 (1983/84),Pakistan,163.0,8.0,England,164.0,4.0,National Stadium,Karachi,Pakistan,England,England,England won by 6 wickets (with 8 balls remaining),1543.0
64230,Sri Lanka Vs New Zealand 2Nd Odi,1984-03-31,New Zealand tour of Sri Lanka  - 1984 (1983/84),Sri Lanka,157.0,8.0,New Zealand,116.0,10.0,Tyronne Fernando Stadium,Moratuwa,Sri Lanka,New Zealand,Sri Lanka,Sri Lanka won by 41 runs,1731.0
64231,Sri Lanka Vs New Zealand 3Rd Odi,1984-04-01,New Zealand tour of Sri Lanka  - 1984 (1983/84),New Zealand,201.0,8.0,Sri Lanka,115.0,10.0,P Saravanamuttu Stadium,Colombo,Sri Lanka,Sri Lanka,New Zealand,New Zealand won by 86 runs,1422.0
65668,Pakistan Vs Sri Lanka 1St Match,1984-04-06,"Rothmans Asia Cup India, Pakistan, Sri Lanka in United Arab Emirates - 1984 (1983/84)",Pakistan,187.0,9.0,Sri Lanka,190.0,5.0,Sharjah Cricket Association Stadium,Sharjah,United Arab Emirates,Sri Lanka,Sri Lanka,Sri Lanka won by 5 wickets (with 15 balls remaining),1661.0
65669,India Vs Sri Lanka 2Nd Match,1984-04-08,"Rothmans Asia Cup India, Pakistan, Sri Lanka in United Arab Emirates - 1984 (1983/84)",Sri Lanka,96.0,10.0,India,97.0,0.0,Sharjah Cricket Association Stadium,Sharjah,United Arab Emirates,India,India,India won by 10 wickets (with 170 balls remaining),1610.0
65670,India Vs Pakistan 3Rd Match,1984-04-13,"Rothmans Asia Cup India, Pakistan, Sri Lanka in United Arab Emirates - 1984 (1983/84)",India,188.0,4.0,Pakistan,134.0,10.0,Sharjah Cricket Association Stadium,Sharjah,United Arab Emirates,India,India,India won by 54 runs,1610.0
64232,West Indies Vs Australia 3Rd Odi,1984-04-19,Australia tour of West Indies  - 1984 (1983/84),Australia,206.0,9.0,West Indies,208.0,3.0,Mindoo Phillip Park,Castries,West Indies,West Indies,West Indies,West Indies won by 7 wickets (with 20 balls remaining),1553.0
64233,West Indies Vs Australia 4Th Odi,1984-04-26,Australia tour of West Indies  - 1984 (1983/84),Australia,209.0,7.0,West Indies,211.0,1.0,Sabina Park,Kingston,West Indies,West Indies,West Indies,West Indies won by 9 wickets (with 14 balls remaining),1553.0
64976,England Vs West Indies 1St Odi,1984-05-31,West Indies tour of England  - 1984 (1984),West Indies,272.0,9.0,England,168.0,10.0,Old Trafford,Manchester,England,West Indies,West Indies,West Indies won by 104 runs,1435.0
64977,England Vs West Indies 2Nd Odi,1984-06-02,West Indies tour of England  - 1984 (1984),West Indies,179.0,10.0,England,180.0,7.0,Trent Bridge,Nottingham,England,England,England,England won by 3 wickets (with 13 balls remaining),1681.0
64978,England Vs West Indies 3Rd Odi,1984-06-04,West Indies tour of England  - 1984 (1984),England,196.0,9.0,West Indies,197.0,2.0,Lord's,London,England,West Indies,West Indies,West Indies won by 8 wickets (with 49 balls remaining),1745.0
64234,India Vs Australia 1St Odi,1984-09-28,Australia tour of India  - 1984 (1984/85),Australia,220.0,9.0,India,172.0,10.0,Jawaharlal Nehru Stadium,Delhi,India,Australia,Australia,Australia won by 48 runs,1693.0
64235,India Vs Australia 2Nd Odi,1984-10-01,Australia tour of India  - 1984 (1984/85),India,175.0,10.0,Australia,29.0,1.0,University Stadium,Thiruvananthapuram,India,Australia,,No result,0.0
64236,India Vs Australia 3Rd Odi,1984-10-03,Australia tour of India  - 1984 (1984/85),India,21.0,2.0,Australia,0.0,0.0,Keenan Stadium,Jamshedpur,India,Australia,,No result,0.0
64237,India Vs Australia 4Th Odi,1984-10-05,Australia tour of India  - 1984 (1984/85),India,206.0,6.0,Australia,210.0,3.0,Sardar Patel Stadium,Ahmedabad,India,Australia,Australia,Australia won by 7 wickets (with 13 balls remaining),1632.0
64238,India Vs Australia 5Th Odi,1984-10-06,Australia tour of India  - 1984 (1984/85),India,235.0,5.0,Australia,236.0,4.0,Nehru Stadium,Indore,India,Australia,Australia,Australia won by 6 wickets (with 23 balls remaining),1639.0
64239,Pakistan Vs India 1St Odi,1984-10-12,India tour of Pakistan  - 1984 (1984/85),Pakistan,199.0,7.0,India,153.0,10.0,Ayub National Stadium,Quetta,Pakistan,India,Pakistan,Pakistan won by 46 runs,1764.0
64241,Sri Lanka Vs New Zealand 1St Odi,1984-11-03,New Zealand tour of Sri Lanka  - 1984 (1984/85),New Zealand,171.0,6.0,Sri Lanka,174.0,6.0,P Saravanamuttu Stadium,Colombo,Sri Lanka,New Zealand,Sri Lanka,Sri Lanka won by 4 wickets (with 32 balls remaining),1762.0
64242,Sri Lanka Vs New Zealand 2Nd Odi,1984-11-04,New Zealand tour of Sri Lanka  - 1984 (1984/85),Sri Lanka,114.0,9.0,New Zealand,118.0,3.0,Tyronne Fernando Stadium,Moratuwa,Sri Lanka,New Zealand,New Zealand,New Zealand won by 7 wickets (with 56 balls remaining),1669.0
64243,Pakistan Vs New Zealand 1St Odi,1984-11-12,New Zealand tour of Pakistan  - 1984 (1984/85),Pakistan,191.0,5.0,New Zealand,145.0,10.0,Arbab Niaz Stadium,Peshawar,Pakistan,New Zealand,Pakistan,Pakistan won by 46 runs,1812.0
64244,Pakistan Vs New Zealand 2Nd Odi,1984-11-23,New Zealand tour of Pakistan  - 1984 (1984/85),Pakistan,157.0,5.0,New Zealand,152.0,7.0,Iqbal Stadium,Faisalabad,Pakistan,New Zealand,Pakistan,Pakistan won by 5 runs,1672.0
64245,Pakistan Vs New Zealand 3Rd Odi,1984-12-02,New Zealand tour of Pakistan  - 1984 (1984/85),New Zealand,187.0,9.0,Pakistan,153.0,8.0,Jinnah Stadium,Sialkot,Pakistan,Pakistan,New Zealand,New Zealand won by 34 runs,1669.0
64246,India Vs England 1St Odi,1984-12-05,England tour of India  - 1984 (1984/85),India,214.0,6.0,England,215.0,6.0,Nehru Stadium,Pune,India,England,England,England won by 4 wickets (with 10 balls remaining),1491.0
64247,Pakistan Vs New Zealand 4Th Odi,1984-12-07,New Zealand tour of Pakistan  - 1984 (1984/85),New Zealand,213.0,8.0,Pakistan,214.0,9.0,Ibn-e-Qasim Bagh Stadium,Multan,Pakistan,New Zealand,Pakistan,Pakistan won by 1 wicket (with 0 balls remaining),1350.0
64248,India Vs England 2Nd Odi,1984-12-27,England tour of India  - 1984 (1984/85),India,252.0,5.0,England,241.0,6.0,Barabati Stadium,Cuttack,India,England,England,England won by 1 run (revised target),1639.0
65373,Australia Vs West Indies 1St Match,1985-01-06,"Benson & Hedges World Series Cup Australia, Sri Lanka, West Indies in Australia - 1985 (1984/85)",Australia,240.0,6.0,West Indies,241.0,3.0,Melbourne Cricket Ground,Melbourne,Australia,West Indies,West Indies,West Indies won by 7 wickets (with 31 balls remaining),1553.0
65374,Australia Vs Sri Lanka 2Nd Match,1985-01-08,"Benson & Hedges World Series Cup Australia, Sri Lanka, West Indies in Australia - 1985 (1984/85)",Sri Lanka,239.0,7.0,Australia,240.0,4.0,Sydney Cricket Ground,Sydney,Australia,Sri Lanka,Australia,Australia won by 6 wickets (with 16 balls remaining),1572.0
65375,Sri Lanka Vs West Indies 3Rd Match,1985-01-10,"Benson & Hedges World Series Cup Australia, Sri Lanka, West Indies in Australia - 1985 (1984/85)",Sri Lanka,197.0,7.0,West Indies,198.0,2.0,Tasmania Cricket Association Ground,Hobart,Australia,West Indies,West Indies,West Indies won by 8 wickets (with 56 balls remaining),1665.0
64249,New Zealand Vs Pakistan 1St Odi,1985-01-12,Pakistan tour of New Zealand  - 1985 (1984/85),New Zealand,277.0,6.0,Pakistan,167.0,9.0,McLean Park,Napier,New Zealand,New Zealand,New Zealand,New Zealand won by 110 runs,1407.0
65376,Sri Lanka Vs West Indies 4Th Match,1985-01-12,"Benson & Hedges World Series Cup Australia, Sri Lanka, West Indies in Australia - 1985 (1984/85)",West Indies,270.0,6.0,Sri Lanka,180.0,10.0,Brisbane Cricket Ground,Brisbane,Australia,Sri Lanka,West Indies,West Indies won by 90 runs,1435.0
65377,Australia Vs West Indies 5Th Match,1985-01-13,"Benson & Hedges World Series Cup Australia, Sri Lanka, West Indies in Australia - 1985 (1984/85)",Australia,191.0,10.0,West Indies,195.0,5.0,Brisbane Cricket Ground,Brisbane,Australia,West Indies,West Indies,West Indies won by 5 wickets (with 74 balls remaining),1286.0
64250,New Zealand Vs Pakistan 2Nd Odi,1985-01-15,Pakistan tour of New Zealand  - 1985 (1984/85),Pakistan,221.0,4.0,New Zealand,222.0,6.0,Trust Bank Park,Hamilton,New Zealand,Pakistan,New Zealand,New Zealand won by 4 wickets (with 7 balls remaining),1504.0
65378,Australia Vs West Indies 6Th Match,1985-01-15,"Benson & Hedges World Series Cup Australia, Sri Lanka, West Indies in Australia - 1985 (1984/85)",Australia,200.0,5.0,West Indies,201.0,5.0,Sydney Cricket Ground,Sydney,Australia,Australia,West Indies,West Indies won by 5 wickets (with 39 balls remaining),1435.0
65379,Sri Lanka Vs West Indies 7Th Match,1985-01-17,"Benson & Hedges World Series Cup Australia, Sri Lanka, West Indies in Australia - 1985 (1984/85)",West Indies,267.0,3.0,Sri Lanka,202.0,5.0,Sydney Cricket Ground,Sydney,Australia,West Indies,West Indies,West Indies won by 65 runs,1433.0
65380,Australia Vs Sri Lanka 8Th Match,1985-01-19,"Benson & Hedges World Series Cup Australia, Sri Lanka, West Indies in Australia - 1985 (1984/85)",Australia,226.0,9.0,Sri Lanka,230.0,6.0,Melbourne Cricket Ground,Melbourne,Australia,Sri Lanka,Sri Lanka,Sri Lanka won by 4 wickets (with 4 balls remaining),1704.0
65381,Australia Vs West Indies 9Th Match,1985-01-20,"Benson & Hedges World Series Cup Australia, Sri Lanka, West Indies in Australia - 1985 (1984/85)",West Indies,271.0,7.0,Australia,206.0,9.0,Melbourne Cricket Ground,Melbourne,Australia,Australia,West Indies,West Indies won by 65 runs,1435.0
64251,India Vs England 3Rd Odi,1985-01-20,England tour of India  - 1984 (1984/85),India,205.0,6.0,England,206.0,7.0,Karnataka State Cricket Association Stadium,Bengaluru,India,England,England,England won by 3 wickets (with 6 balls remaining),1679.0
65382,Australia Vs Sri Lanka 10Th Match,1985-01-23,"Benson & Hedges World Series Cup Australia, Sri Lanka, West Indies in Australia - 1985 (1984/85)",Sri Lanka,240.0,6.0,Australia,242.0,7.0,Sydney Cricket Ground,Sydney,Australia,Australia,Australia,Australia won by 3 wickets (with 17 balls remaining),1693.0
64252,India Vs England 4Th Odi,1985-01-23,England tour of India  - 1984 (1984/85),England,240.0,7.0,India,241.0,7.0,Vidarbha Cricket Association Ground,Nagpur,India,India,India,India won by 3 wickets (with 14 balls remaining),1568.0
65383,Sri Lanka Vs West Indies 11Th Match,1985-01-26,"Benson & Hedges World Series Cup Australia, Sri Lanka, West Indies in Australia - 1985 (1984/85)",Sri Lanka,204.0,6.0,West Indies,205.0,2.0,Adelaide Oval,Adelaide,Australia,West Indies,West Indies,West Indies won by 8 wickets (with 76 balls remaining),1433.0
65384,Australia Vs West Indies 12Th Match,1985-01-27,"Benson & Hedges World Series Cup Australia, Sri Lanka, West Indies in Australia - 1985 (1984/85)",Australia,200.0,9.0,West Indies,201.0,4.0,Adelaide Oval,Adelaide,Australia,West Indies,West Indies,West Indies won by 6 wickets (with 38 balls remaining),1522.0
64253,India Vs England 5Th Odi,1985-01-27,England tour of India  - 1984 (1984/85),England,121.0,6.0,India,114.0,5.0,Sector 16 Stadium,Chandigarh,India,India,England,England won by 7 runs,1639.0
65385,Australia Vs Sri Lanka 13Th Match,1985-01-28,"Benson & Hedges World Series Cup Australia, Sri Lanka, West Indies in Australia - 1985 (1984/85)",Australia,323.0,2.0,Sri Lanka,91.0,10.0,Adelaide Oval,Adelaide,Australia,Sri Lanka,Australia,Australia won by 232 runs,1572.0
65386,Sri Lanka Vs West Indies 14Th Match,1985-02-02,"Benson & Hedges World Series Cup Australia, Sri Lanka, West Indies in Australia - 1985 (1984/85)",West Indies,309.0,6.0,Sri Lanka,227.0,6.0,Western Australia Cricket Association Ground,Perth,Australia,Sri Lanka,West Indies,West Indies won by 82 runs,1497.0
65387,Australia Vs Sri Lanka 15Th Match,1985-02-03,"Benson & Hedges World Series Cup Australia, Sri Lanka, West Indies in Australia - 1985 (1984/85)",Sri Lanka,171.0,10.0,Australia,172.0,1.0,Western Australia Cricket Association Ground,Perth,Australia,Sri Lanka,Australia,Australia won by 9 wickets (with 157 balls remaining),1751.0
64254,New Zealand Vs Pakistan 3Rd Odi,1985-02-06,Pakistan tour of New Zealand  - 1985 (1984/85),New Zealand,264.0,8.0,Pakistan,251.0,10.0,Lancaster Park,Christchurch,New Zealand,New Zealand,New Zealand,New Zealand won by 13 runs,1580.0
65388,Australia Vs West Indies 1St Final,1985-02-06,"Benson & Hedges World Series Cup Australia, Sri Lanka, West Indies in Australia - 1985 (1984/85)",Australia,247.0,6.0,West Indies,221.0,10.0,Sydney Cricket Ground,Sydney,Australia,West Indies,Australia,Australia won by 26 runs,0.0
65389,Australia Vs West Indies 2Nd Final,1985-02-10,"Benson & Hedges World Series Cup Australia, Sri Lanka, West Indies in Australia - 1985 (1984/85)",Australia,271.0,3.0,West Indies,273.0,6.0,Melbourne Cricket Ground,Melbourne,Australia,West Indies,West Indies,West Indies won by 4 wickets (with 4 balls remaining),0.0
65390,Australia Vs West Indies 3Rd Final,1985-02-12,"Benson & Hedges World Series Cup Australia, Sri Lanka, West Indies in Australia - 1985 (1984/85)",Australia,178.0,10.0,West Indies,179.0,3.0,Sydney Cricket Ground,Sydney,Australia,West Indies,West Indies,West Indies won by 7 wickets (with 18 balls remaining),0.0
64255,New Zealand Vs Pakistan 4Th Odi,1985-02-16,Pakistan tour of New Zealand  - 1985 (1984/85),Pakistan,189.0,10.0,New Zealand,0.0,0.0,Eden Park,Auckland,New Zealand,Pakistan,,No result,0.0
65719,Australia Vs England 1St Match,1985-02-17,Benson & Hedges World Championship of Cricket in Australia - 1985 (1984/85),England,214.0,8.0,Australia,215.0,3.0,Melbourne Cricket Ground,Melbourne,Australia,England,Australia,Australia won by 7 wickets (with 22 balls remaining),1791.0
65720,New Zealand Vs West Indies 2Nd Match,1985-02-19,Benson & Hedges World Championship of Cricket in Australia - 1985 (1984/85),New Zealand,57.0,2.0,West Indies,0.0,0.0,Sydney Cricket Ground,Sydney,Australia,New Zealand,,No result,0.0
65721,India Vs Pakistan 3Rd Match,1985-02-20,Benson & Hedges World Championship of Cricket in Australia - 1985 (1984/85),Pakistan,183.0,10.0,India,184.0,4.0,Melbourne Cricket Ground,Melbourne,Australia,Pakistan,India,India won by 6 wickets (with 25 balls remaining),1774.0
65722,New Zealand Vs Sri Lanka 4Th Match,1985-02-23,Benson & Hedges World Championship of Cricket in Australia - 1985 (1984/85),New Zealand,223.0,10.0,Sri Lanka,172.0,10.0,Melbourne Cricket Ground,Melbourne,Australia,Sri Lanka,New Zealand,New Zealand won by 51 runs,1580.0
65723,Australia Vs Pakistan 5Th Match,1985-02-24,Benson & Hedges World Championship of Cricket in Australia - 1985 (1984/85),Pakistan,262.0,6.0,Australia,200.0,10.0,Melbourne Cricket Ground,Melbourne,Australia,Australia,Pakistan,Pakistan won by 62 runs,1775.0
65724,England Vs India 6Th Match,1985-02-26,Benson & Hedges World Championship of Cricket in Australia - 1985 (1984/85),India,235.0,9.0,England,149.0,10.0,Sydney Cricket Ground,Sydney,Australia,England,India,India won by 86 runs,1653.0
65725,Sri Lanka Vs West Indies 7Th Match,1985-02-27,Benson & Hedges World Championship of Cricket in Australia - 1985 (1984/85),Sri Lanka,135.0,7.0,West Indies,136.0,2.0,Melbourne Cricket Ground,Melbourne,Australia,Sri Lanka,West Indies,West Indies won by 8 wickets (with 143 balls remaining),1671.0
65726,England Vs Pakistan 8Th Match,1985-03-02,Benson & Hedges World Championship of Cricket in Australia - 1985 (1984/85),Pakistan,213.0,8.0,England,146.0,10.0,Melbourne Cricket Ground,Melbourne,Australia,Pakistan,Pakistan,Pakistan won by 67 runs,1679.0
65727,Australia Vs India 9Th Match,1985-03-03,Benson & Hedges World Championship of Cricket in Australia - 1985 (1984/85),Australia,163.0,10.0,India,165.0,2.0,Melbourne Cricket Ground,Melbourne,Australia,India,India,India won by 8 wickets (with 83 balls remaining),1639.0
